genotype,s_r vs. LibA_pre
[100000101]+183A+227G,-1.4183988636176317
[000001101]+97T,-0.7177044774223035
[111000101]+209G,-0.7177044774223035
[000000101]+235C,-1.8213545601203702
[100000010]+20T,-0.7177044774223035
[111100010]+126T,-2.3331847043123664
[100111011]+153G,-0.7177044774223035
[000111101]+84G,-0.7177044774223035
[000011101]+160C,-1.4183988636176317
[100011111]+266G,-0.7177044774223035
[111010101]+242C,-0.7177044774223035
[111000101]+70A,-0.7177044774223035
[100010001]+207A,-0.7177044774223035
[000010010]+90G,-0.7177044774223035
[000001111]+253A,-1.8213545601203702
[101001011]+33A,-0.7177044774223035
[000011011]+153G,-0.7177044774223035
[000101110]+246C,-0.7177044774223035
[001000001]+70A,-0.7177044774223035
[000010010]+249A,-0.7177044774223035
[100100010]+203T,-0.7177044774223035
[011010000]+99A,-0.7177044774223035
[110001011]+88C+183A,-0.7177044774223035
[000001011]+182G,-0.7177044774223035
[110010101]+35C,-2.111546044177577
[100011011]+265A,-1.4183988636176317
[000000100]+118A,-1.4183988636176317
[000010010]+74G,-1.4183988636176317
[100001101]+33A,-0.7177044774223035
[101010101]+252A,-0.7177044774223035
[100111111]+33T,-0.7177044774223035
[000000100]+38C,-1.8213545601203702
[100010011]+232A,-0.7177044774223035
[001001101]+209G,-0.7177044774223035
[000010100]+261G,-1.4183988636176317
[00001C0T1]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238T+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.7177044774223035
[000110100]+35C,-1.4183988636176317
[111000101]+26T,-0.7177044774223035
[010011111]+265A,-0.7177044774223035
[010001101]+252A,-1.4183988636176317
[011011011]+53G,-0.7177044774223035
[000000101]+62T,-0.7177044774223035
[000010101]+35C,-1.4183988636176317
[101011010]+251A,-1.8213545601203702
[000111110]+247A,-2.517011152285741
[000010100]+160C,-1.4183988636176317
[01001A011],-1.4183988636176317
[011000011]+95T,-0.7177044774223035
[000000010]+49A,-0.7177044774223035
[000100101]+247A,-1.4183988636176317
[000000101]+82T,-1.4183988636176317
[000000101]+49A,-3.432800505357716
[000000001]+99A,-0.7177044774223035
[100011100]+183A,-0.7177044774223035
[000001111]+24T,-1.4183988636176317
[000000010]+63T,-3.3632343215431795
[001000001]+129A,-0.7177044774223035
[110001011]+233C,-0.7177044774223035
[000100001]+113C+183A,-0.7177044774223035
[100001011]+59C,-0.7177044774223035
[000010001]+71A+183A,-0.7177044774223035
[001000000]+40T,-1.4183988636176317
[010000010]+268A,-0.7177044774223035
[000011100]+82A,-0.7177044774223035
[000000100]+207A,-1.4183988636176317
[010011101]+207A,-0.7177044774223035
[000000100]+262G,-0.7177044774223035
[100000100]+198A,-1.4183988636176317
[001000110]+183A,-1.8213545601203702
[110001011]+40T,-0.7177044774223035
[000000101]+160C,-2.3331847043123664
[000001111]+209G,-0.7177044774223035
[001011110]+131T,-0.7177044774223035
[100000101]+183A+245C,-0.7177044774223035
[100101011]+246C,-0.7177044774223035
[000000101]+100G,-1.8213545601203702
[000010010]+93A,-0.7177044774223035
[010010001]+261G,-0.7177044774223035
[011010000]+234A,-7.312055753918012
[011010101]+250A,-1.8213545601203702
[000001101]+24T,-1.8213545601203702
[000101110]+113C,-0.7177044774223035
[100111011]+202A,-0.7177044774223035
[000000101]+262G,-2.9216404893465096
[000000001]+98T,-3.2089044141860925
[001001101]+40T,-0.7177044774223035
[100011011]+215G,-0.7177044774223035
[001000001]+36G,-0.7177044774223035
[000011101]+39T,-1.4183988636176317
[101011011]+74G,-1.8213545601203702
[0GG0G1100]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[001001101]+88C,-0.7177044774223035
[000111110]+107C,-0.7177044774223035
[000000101]+41A,-2.111546044177577
[001011101]+204T,-0.7177044774223035
[010000001]+198T,-0.7177044774223035
[111000011]+95T,-2.9216404893465096
[011011101]+247A,-1.4183988636176317
[000000110]+257C,-0.7177044774223035
[111011011]+39T,-1.4183988636176317
[000101100]+125G,-1.4183988636176317
[111010101]+261G,-0.7177044774223035
[010000001]+24T,-0.7177044774223035
[000101100]+58T,-0.7177044774223035
[000011010]+258A,-1.4183988636176317
[000011101]+215G,-1.4183988636176317
[001000001]+232A,-0.7177044774223035
[100000101]+76T+183A,-0.7177044774223035
[000000100]+95T,-2.9216404893465096
[000000110]+153G,-0.7177044774223035
[000001011]+99T,-0.7177044774223035
[1GG0G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-2.3331847043123664
[010011011]+183A+214G,-0.7177044774223035
[100100100]+129A,-0.7177044774223035
[10000C0C1]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235A+238G+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.7177044774223035
[101010111]+183A,-5.288816359637833
[010001101]+183A+261G,-0.7177044774223035
[001000111]+270A,-0.7177044774223035
[001000001]+126T,-1.4183988636176317
[110010101]+128T,-0.7177044774223035
[100000101]+82T,-1.4183988636176317
[000100000]+243A,-0.7177044774223035
[010010001]+86C,-0.7177044774223035
[101011011]+268T,-0.7177044774223035
[000101101]+252A,-0.7177044774223035
[011000000]+221T,-0.7177044774223035
[011000001]+261C,-0.7177044774223035
[000011101]+113C,-1.4183988636176317
[100000101]+74G+183A,-1.4183988636176317
[100000010]+157A,-0.7177044774223035
[000000001]+68T,-0.7177044774223035
[000011100]+103G,-0.7177044774223035
[100111010]+51T,-0.7177044774223035
[000100100]+167A,-0.7177044774223035
[000101101]+70T,-0.7177044774223035
[100011011]+99A,-1.4183988636176317
[00100C0T1]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238G+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.7177044774223035
[010000001]+249A,-0.7177044774223035
[000001010]+251A,-0.7177044774223035
[001101011]+251A,-1.4183988636176317
[110001011]+109T,-2.670087140983234
[010011011]+269A,-2.111546044177577
[000111011]+78G,-0.7177044774223035
[111000001]+270A,-1.4183988636176317
[111011100]+119T,-0.7177044774223035
[101011011]+33A,-0.7177044774223035
[000101011]+71A,-0.7177044774223035
[100000101]+83C+183A,-1.4183988636176317
[011010000]+33A,-0.7177044774223035
[000000001]+260C,-0.7177044774223035
[011011101]+204A,-0.7177044774223035
[000110110]+244A,-0.7177044774223035
[110000101]+25T,-0.7177044774223035
[001011011]+265A,-0.7177044774223035
[111000101]+78G,-0.7177044774223035
[001100101]+128T,-1.8213545601203702
[000111010]+41A,-0.7177044774223035
[001000001]+86C,-0.7177044774223035
[000111111]+265A,-0.7177044774223035
[000101010]+258T,-0.7177044774223035
[011011101]+82A,-0.7177044774223035
[000000100]+71A,-0.7177044774223035
[001011010]+251A,-2.3331847043123664
[001011011]+241A,-0.7177044774223035
[000011101]+165G,-0.7177044774223035
[010100110]+247A,-3.432800505357716
[1GG0G0010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[010001111]+261G,-0.7177044774223035
[100000000]+254A,-0.7177044774223035
[000011101]+257G,-0.7177044774223035
[000000010]+255T,-0.7177044774223035
[0GG0G1111]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C+226A,-0.7177044774223035
[111101101]+214G,-0.7177044774223035
[011000001]+170G,-0.7177044774223035
[000110111]+183A,-6.27745327254929
[000110100]+74G,-0.7177044774223035
[000011010]+207A,-0.7177044774223035
[000000001]+64G,-0.7177044774223035
[100000011]+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.4183988636176317
[111010101]+93A+183A,-0.7177044774223035
[100000101]+172T,-0.7177044774223035
[000011100]+126T,-0.7177044774223035
[000100110]+251A,-0.7177044774223035
[111T00101],-0.7177044774223035
[000001011]+269A,-4.3079348504664
[000110101]+212C,-0.7177044774223035
[000100001]+126T,-0.7177044774223035
[011000101]+95T,-0.7177044774223035
[000001011]+258A,-1.8213545601203702
[110011011]+205C,-0.7177044774223035
[000000101]+118T,-1.4183988636176317
[000001011]+256G,-0.7177044774223035
[111111010]+183A,-0.7177044774223035
[000100101]+246C,-0.7177044774223035
[011000100]+270A,-0.7177044774223035
[110010101]+246C,-0.7177044774223035
[010011101]+132A,-0.7177044774223035
[100000010]+63T,-1.4183988636176317
[000000100]+232A,-0.7177044774223035
[000000101]+21T,-0.7177044774223035
[000000000]+117T,-0.7177044774223035
[100100011]+226A,-2.517011152285741
[010011100]+232A,-0.7177044774223035
[000110100]+72C,-0.7177044774223035
[000000110]+251T,-0.7177044774223035
[010010100]+214G,-0.7177044774223035
[100000101]+188G,-1.4183988636176317
[100000010]+259G,-1.4183988636176317
[010000100]+268A,-1.8213545601203702
[000111100]+214G,-0.7177044774223035
[000011101]+29T,-0.7177044774223035
[000101110]+127C,-0.7177044774223035
[011010011]+114T,-2.517011152285741
[000011011]+59C,-1.4183988636176317
[000000100]+30T,-0.7177044774223035
[100000011]+93A,-0.7177044774223035
[011001010]+241A,-0.7177044774223035
[001000001]+255T,-0.7177044774223035
[111010101]+180C+183A,-0.7177044774223035
[000101101]+55A,-0.7177044774223035
[100000001]+159A,-0.7177044774223035
[100111011]+248A,-0.7177044774223035
[100000100]+73T,-1.4183988636176317
[111000001]+62T,-0.7177044774223035
[100000011]+207A,-1.4183988636176317
[100001110]+183A,-1.8213545601203702
[000110100]+49A,-0.7177044774223035
[000011110]+267A,-0.7177044774223035
[101001101]+55A,-0.7177044774223035
[100000010]+86C,-0.7177044774223035
[100111011]+258T,-0.7177044774223035
[110011011]+38C,-1.4183988636176317
[100101010]+243A,-0.7177044774223035
[000011011]+188G,-0.7177044774223035
[000000101]+183A+268T,-2.517011152285741
[00T010100],-0.7177044774223035
[100110001]+270A,-0.7177044774223035
[100010010]+268A,-0.7177044774223035
[100011010]+215G,-1.4183988636176317
[000111011]+203A,-0.7177044774223035
[000100000]+262G,-0.7177044774223035
[000100010]+232A,-0.7177044774223035
[111000101]+114A,-1.4183988636176317
[010000101]+71A,-0.7177044774223035
[000010000]+74G,-0.7177044774223035
[111000001]+205C,-0.7177044774223035
[000000101]+105T,-1.4183988636176317
[000111101]+49A,-0.7177044774223035
[011000001]+93A,-1.4183988636176317
[100111011]+93A,-0.7177044774223035
[011000001]+212C,-0.7177044774223035
[000000011]+267T,-1.4183988636176317
[000001011]+87T,-0.7177044774223035
[010000101]+247A,-1.8213545601203702
[000000100]+176G,-0.7177044774223035
[000100101]+127C,-0.7177044774223035
[100011011]+203A,-0.7177044774223035
[010001100]+255T,-0.7177044774223035
[000000101]+246A,-1.4183988636176317
[001000001]+90G,-1.4183988636176317
[110011011]+235C,-0.7177044774223035
[000000001]+49A,-1.8213545601203702
[000100011]+21T+183A,-2.670087140983234
[001011101]+78G,-0.7177044774223035
[100111010]+258T,-1.4183988636176317
[111010010]+79T,-1.4183988636176317
[001010000]+233C,-0.7177044774223035
[000100001]+249A,-0.7177044774223035
[011000001]+257C,-0.7177044774223035
[000010010]+109T,-0.7177044774223035
[100000001]+249A,-2.670087140983234
[111100011]+183A,-5.544805358299395
[000110010]+106G,-1.4183988636176317
[101000101]+128T,-1.8213545601203702
[000111101]+30T,-0.7177044774223035
[000110000]+270A,-0.7177044774223035
[011100000]+30T,-0.7177044774223035
[011001111]+261G,-0.7177044774223035
[111011101]+265A,-0.7177044774223035
[000111101]+183A+255T,-0.7177044774223035
[010000101]+104T+196T,-0.7177044774223035
[000000101]+153G,-2.111546044177577
[000000101]+59C,-2.3331847043123664
[100011011]+188G,-0.7177044774223035
[010000101]+190T,-0.7177044774223035
[001000001]+90G+183A,-0.7177044774223035
[0GG0G0000]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55A+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[1GG0G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[100000011]+259G,-0.7177044774223035
[001001011]+269A,-0.7177044774223035
[100011011]+260C,-1.4183988636176317
[000011101]+83C,-1.8213545601203702
[000000000]+99T,-0.7177044774223035
[101011011]+205C,-0.7177044774223035
[110001011]+231A,-0.7177044774223035
[101000100]+30A,-0.7177044774223035
[100001100]+84G,-0.7177044774223035
[001000001]+177G,-0.7177044774223035
[0G10G1101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C+183A,-0.7177044774223035
[000011110]+159A,-1.4183988636176317
[100000001]+49A,-0.7177044774223035
[001011101]+92A,-0.7177044774223035
[0G10G0100]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-2.517011152285741
[001000000]+128T,-1.4183988636176317
[000110100]+80T,-0.7177044774223035
[000101010]+64G,-0.7177044774223035
[100011110]+62T,-1.8213545601203702
[001010101]+33A,-0.7177044774223035
[001011011]+214G,-0.7177044774223035
[000110100]+190A,-0.7177044774223035
[111010101]+184T,-0.7177044774223035
[001010000]+128T,-0.7177044774223035
[010000001]+175A,-0.7177044774223035
[01000C0C1]+197G+198A+199C+202G+203C+204T+205G+207C+208A+209T+210G+211T+212C+213A+215C+216A+218T+219A+220C+221G+224A+225G+226A+228C+229A+230C+232T+233G+234T+235G+238G+241T+242C+243G+244T+246C+247G+248C+250G+251C+252G+253C+255A+256T+257C+258A+259T+260A+263T+264C+265A+266C+268G+269C+270A,-0.7177044774223035
[000000101]+88C,-1.4183988636176317
[001000000]+110C,-0.7177044774223035
[1GG0G0001]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[010010010]+267A,-0.7177044774223035
[100000011]+24T,-1.4183988636176317
[111010101]+199G,-2.111546044177577
[111010101]+183A+256G,-0.7177044774223035
[010000001]+183A+234A,-8.106004226186585
[000110100]+19G,-0.7177044774223035
[001001111]+113C,-0.7177044774223035
[001000001]+87A,-0.7177044774223035
[000000101]+42T,-1.4183988636176317
[000011011]+82A,-1.4183988636176317
[000010101]+221T,-0.7177044774223035
[001001101]+233C,-1.8213545601203702
[100010100]+41T,-0.7177044774223035
[101001011]+267T,-0.7177044774223035
[000000101]+107C,-1.4183988636176317
[000110011]+33T+183A,-1.4183988636176317
[000000100]+256C,-1.4183988636176317
[010001011]+269A,-1.8213545601203702
[000000000]+259G,-0.7177044774223035
[000100011]+160C,-0.7177044774223035
[000000000]+38C,-1.4183988636176317
[100111010]+191A,-0.7177044774223035
[000000101]+168C,-2.111546044177577
[010001110]+268A,-1.4183988636176317
[000100010]+41T,-1.4183988636176317
[000000101]+260C,-2.3331847043123664
[000011101]+33T,-0.7177044774223035
[001000101]+255T,-1.4183988636176317
[100111011]+262G,-1.4183988636176317
[000110100]+210C,-1.4183988636176317
[001010001]+207A,-0.7177044774223035
[111010100]+74G,-0.7177044774223035
[010001101]+72C,-0.7177044774223035
[010110011]+87A+89G+91A+94G+95T+96G+98G+100T+101G+102A+103T+104T+105T+108G+109A+111G+112G+113C+115C+116G+117G+118C+119G+120A+122C+123G+124A+125G+127C+131A+133A+134G+135G,-2.3331847043123664
[100000010]+261G,-1.4183988636176317
[000010000]+94C,-0.7177044774223035
[000000001]+130C,-1.4183988636176317
[000000101]+183A+226A,-0.7177044774223035
[000000100]+46G,-0.7177044774223035
[000011100]+24T,-0.7177044774223035
[000111011]+44A,-0.7177044774223035
[100000101]+183A+253A,-0.7177044774223035
[000000101]+97T,-3.027836776051732
[100011011]+117T,-0.7177044774223035
[001000001]+170C,-0.7177044774223035
[011000111]+104T,-0.7177044774223035
[100000101]+39T+183A,-1.4183988636176317
[001000001]+263G,-0.7177044774223035
[000111111]+126T,-0.7177044774223035
[010011101]+47T,-1.8213545601203702
[100101010]+198A,-0.7177044774223035
[000000101]+230G,-0.7177044774223035
[110010101]+81A,-0.7177044774223035
[111000011]+82A,-0.7177044774223035
[000101100]+261G,-1.4183988636176317
[000001011]+241A,-1.8213545601203702
[000000001]+33A,-2.670087140983234
[000100111]+49A,-0.7177044774223035
[000100101]+41T,-0.7177044774223035
[010011101]+127C,-0.7177044774223035
[100000011]+112C,-0.7177044774223035
[110011011]+221T,-0.7177044774223035
[010011101]+62A,-1.4183988636176317
[000010001]+256G,-0.7177044774223035
[100000001]+119T,-1.4183988636176317
[101001011]+241A,-1.8213545601203702
[000011100]+23T,-0.7177044774223035
[000111100]+233C,-0.7177044774223035
[111000011]+39T,-0.7177044774223035
[000000101]+262C,-2.517011152285741
[010011101]+69T,-1.4183988636176317
[001100000]+183A,-0.7177044774223035
[000000000]+20A,-1.4183988636176317
[111011011]+160C,-0.7177044774223035
[001000001]+119T,-0.7177044774223035
[000101100]+86C,-0.7177044774223035
[001000001]+26T,-1.4183988636176317
[100101010]+131T,-0.7177044774223035
[100011011]+44A,-0.7177044774223035
[000101010]+261G,-1.4183988636176317
[000110010]+43A,-1.4183988636176317
[000000010]+251A,-0.7177044774223035
[100011011]+243A,-0.7177044774223035
[010000101]+159A+183A,-0.7177044774223035
[111000101]+43A,-1.4183988636176317
[000000110]+262G,-0.7177044774223035
[000101011]+44A+183A,-0.7177044774223035
[110000101]+75T,-0.7177044774223035
[000011101]+183A+267A,-1.4183988636176317
[0G10G1010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[1GG0G0010]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60T+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-0.7177044774223035
[100100010]+241A,-0.7177044774223035
[000110011]+103G,-0.7177044774223035
[000111100]+129A,-0.7177044774223035
[110010101]+180C,-0.7177044774223035
[000101010]+119A,-0.7177044774223035
[100111011]+241A,-1.4183988636176317
[000001101]+219A,-0.7177044774223035
[101000101]+172A,-0.7177044774223035
[001001001]+183A,-6.292849768158113
[000000011]+258A,-0.7177044774223035
[001001101]+163T,-1.4183988636176317
[000000101]+182G,-2.8046932247375223
[000101011]+132A,-0.7177044774223035
[010011101]+268A,-0.7177044774223035
[010001101]+59C+183A,-0.7177044774223035
[000010001]+113C,-0.7177044774223035
[100000101]+183A+214G,-0.7177044774223035
[000100000]+199G,-0.7177044774223035
[010000101]+172T,-0.7177044774223035
[111010101]+233C,-1.4183988636176317
[000010001]+23T,-3.3632343215431795
[000011011]+46G,-0.7177044774223035
[100111011]+83C,-0.7177044774223035
[100010100]+270A,-1.8213545601203702
[010010101]+253A,-0.7177044774223035
[000100001]+251A,-0.7177044774223035
[000000001]+183A+261G,-0.7177044774223035
[010000001]+260C,-0.7177044774223035
[000011101]+42A,-1.4183988636176317
[000000001]+226A,-0.7177044774223035
[000101010]+40T,-0.7177044774223035
[000000101]+73A,-0.7177044774223035
[000000011]+240A,-0.7177044774223035
[000000100]+41T,-0.7177044774223035
[000000101]+55A,-1.4183988636176317
[000000101]+266G,-0.7177044774223035
[111010101]+64G,-0.7177044774223035
[000010110]+199G,-0.7177044774223035
[000000101]+85T,-1.8213545601203702
[101101111]+247A,-1.4183988636176317
[111010111]+80T,-1.4183988636176317
[100000010]+226T,-0.7177044774223035
[111010101]+130C,-0.7177044774223035
[110000101]+64G,-0.7177044774223035
[001000001]+47A,-0.7177044774223035
[000110000]+261G,-0.7177044774223035
[100000101]+30T,-0.7177044774223035
[010000001]+34T,-0.7177044774223035
[000000110]+242C,-1.4183988636176317
[100111011]+262C,-1.8213545601203702
[000110100]+109T,-0.7177044774223035
[110010101]+244A,-0.7177044774223035
[000111110]+183A,-1.4183988636176317
[011010001]+69T,-0.7177044774223035
[000101101]+38C,-1.8213545601203702
[000111111]+128T,-0.7177044774223035
[000100010]+35C,-0.7177044774223035
[111011011]+88C,-0.7177044774223035
[000000001]+253T,-0.7177044774223035
[1GG0G1011]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+53C+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-2.3331847043123664
[000011101]+235C,-1.4183988636176317
[110011011]+119T,-0.7177044774223035
[001011101]+244A,-0.7177044774223035
[100101011]+106G,-0.7177044774223035
[100111010]+78G,-0.7177044774223035
[100110101]+44T+183A,-1.4183988636176317
[000010100]+91A,-0.7177044774223035
[010010010]+211A,-0.7177044774223035
[001001101]+187T,-0.7177044774223035
[100000011]+117T,-0.7177044774223035
[010000011]+270A,-1.4183988636176317
[100010011]+162C,-0.7177044774223035
[100000011]+240A,-0.7177044774223035
[011001101]+77C,-0.7177044774223035
[000101100]+64G,-1.4183988636176317
[110001011]+241A,-0.7177044774223035
[000001011]+262C,-0.7177044774223035
[000100000]+169G,-1.4183988636176317
[001011011]+269T,-0.7177044774223035
[100000101]+183A+188G,-0.7177044774223035
[110001101]+252A,-1.8213545601203702
[100001011]+105T,-0.7177044774223035
[110100101]+44T,-2.3331847043123664
[010011101]+188G,-0.7177044774223035
[010011101]+238T,-1.4183988636176317
[110010001]+241A,-0.7177044774223035
[001001111]+265A,-0.7177044774223035
[000001011]+131T,-0.7177044774223035
[100101010]+69T,-0.7177044774223035
[000100011]+260C,-0.7177044774223035
[000000101]+29T,-1.4183988636176317
[001000100]+127C,-0.7177044774223035
[110001011]+35C+183A,-0.7177044774223035
[000011100]+62T,-0.7177044774223035
[001011101]+252A,-0.7177044774223035
[000010100]+71A,-2.670087140983234
[001010100]+159A,-0.7177044774223035
[101000101]+37C,-0.7177044774223035
[000000100]+235C,-0.7177044774223035
[000011100]+262C,-0.7177044774223035
[010000001]+47T,-1.8213545601203702
[001011111]+253A,-1.4183988636176317
[010000111]+265A,-1.4183988636176317
[100011011]+183A+251A,-1.4183988636176317
[111011111]+253A,-2.9216404893465096
[0G10G0001]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55C+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.4183988636176317
[000000101]+261C,-1.8213545601203702
[100000010]+34A,-0.7177044774223035
[000110010]+69T,-0.7177044774223035
[000100100]+262G,-0.7177044774223035
[000010010]+39T,-0.7177044774223035
[100101010]+262G,-0.7177044774223035
[100010101]+261G,-2.3331847043123664
[000101101]+241T,-0.7177044774223035
[0GG0G0101]+38C+40G+41C+42G+43C+45A+46G+47C+48G+49T+50G+51A+55A+58T+59G+60C+63A+64C+65T+66G+68C+70G+71T+72C+73A+74G+76T+77A+78C+81G+82T+83A+84C+85T+86G+87T+88C+89A+90C+92G+93T+94G+95A+96C+98G+99A+100T+101G+102A+103C+105A+106T+107C+109T+113G+114A+115T+116C+117G+118C+120A+121G+122A+123T+124A+125G+126T+127G+129T+130G+131C+132T+134C,-1.8213545601203702
[011001101]+253A,-0.7177044774223035
[110010101]+226A,-2.111546044177577
[100000010]+234T,-0.7177044774223035
[001000001]+99T,-0.7177044774223035
